ID	HGNC.symbol	rmspe.ratio.avg	initial.predictor.n	selected.predictor.n	predictor	estimate	estimate.sd	best.site.qv	cor.estimate.best.site.qv	cor.pv
ID596	RAB21	1.46	21	21	ID3509|HNRNPA1	0.0483	0.00315	0.198	0.103	0.667
ID596	RAB21	1.46	21	21	ID5195|HNRNPA2B1	0.0668	0.00226	0.128	0.103	0.667
ID596	RAB21	1.46	21	21	ID5866|HNRNPH1	0.0435	0.00524	0.00986	0.103	0.667
ID596	RAB21	1.46	21	21	ID10357|NONO	-0.0237	0.00426	0.108	0.103	0.667
ID596	RAB21	1.46	21	21	ID10395|SRSF2	0.052	0.0026	0.0424	0.103	0.667
ID596	RAB21	1.46	21	21	ID10525|HNRNPF	0.0146	0.00252	0.00986	0.103	0.667
ID596	RAB21	1.46	21	21	ID10589|SRSF1	0.0661	0.00325	0.0334	0.103	0.667
ID596	RAB21	1.46	21	21	ID23008|RBM14	0.0105	0.00181	0.0261	0.103	0.667
ID598	HN1	1.23	16	16	rna	0.166	0.00905	NA	0.0298	0.916
ID598	HN1	1.23	16	16	ID260|RBM4	0.0448	0.00249	0.0977	0.0298	0.916
ID598	HN1	1.23	16	16	ID998|SNRPA	0.0928	0.00375	0.175	0.0298	0.916
ID598	HN1	1.23	16	16	ID1706|MBNL1	0.0431	0.00363	0.176	0.0298	0.916
ID598	HN1	1.23	16	16	ID2056|TARDBP	-0.00507	0.00577	0.0602	0.0298	0.916
ID598	HN1	1.23	16	16	ID2455|U2AF2	0.0394	0.00143	0.0638	0.0298	0.916
ID598	HN1	1.23	16	16	ID3437|PTBP1	0.0144	0.00167	0.145	0.0298	0.916
ID598	HN1	1.23	16	16	ID3509|HNRNPA1	0.0451	0.004	0.184	0.0298	0.916
ID598	HN1	1.23	16	16	ID3576|HNRNPK	0.0693	0.00248	0.0322	0.0298	0.916
ID598	HN1	1.23	16	16	ID3816|EIF2S1	0.0928	0.00226	0.19	0.0298	0.916
ID598	HN1	1.23	16	16	ID4041|SNRNP70	-0.00863	0.00267	0.176	0.0298	0.916
ID598	HN1	1.23	16	16	ID5866|HNRNPH1	-0.0601	0.00669	0.0548	0.0298	0.916
ID598	HN1	1.23	16	16	ID10395|SRSF2	0.14	0.00485	0.00375	0.0298	0.916
ID598	HN1	1.23	16	16	ID10525|HNRNPF	-0.00324	0.00334	0.0548	0.0298	0.916
ID598	HN1	1.23	16	16	ID10589|SRSF1	0.0383	0.00314	0.0245	0.0298	0.916
ID598	HN1	1.23	16	16	ID23008|RBM14	0.0448	0.0025	0.0977	0.0298	0.916
ID599	HSPA9	0.988	15	15	rna	0.0674	0.00423	NA	0.17	0.561
ID599	HSPA9	0.988	15	15	ID260|RBM4	0.00456	0.00212	0.0322	0.17	0.561
ID599	HSPA9	0.988	15	15	ID673|KHDRBS1	0.0503	0.00488	0.0878	0.17	0.561
ID599	HSPA9	0.988	15	15	ID713|G3BP2	0.0484	0.00272	0.0694	0.17	0.561
ID599	HSPA9	0.988	15	15	ID980|PCBP2	0.00161	0.0015	0.0616	0.17	0.561
ID599	HSPA9	0.988	15	15	ID998|SNRPA	0.0356	0.00213	0.149	0.17	0.561
ID599	HSPA9	0.988	15	15	ID2056|TARDBP	0.00993	0.00406	0.0553	0.17	0.561
ID599	HSPA9	0.988	15	15	ID2455|U2AF2	0.0553	0.00765	0.0231	0.17	0.561
ID599	HSPA9	0.988	15	15	ID3437|PTBP1	0.0454	0.00379	0.0478	0.17	0.561
ID599	HSPA9	0.988	15	15	ID3576|HNRNPK	0.029	0.00212	0.037	0.17	0.561
ID599	HSPA9	0.988	15	15	ID4041|SNRNP70	0.0337	0.000883	0.0664	0.17	0.561
ID599	HSPA9	0.988	15	15	ID6707|MATR3	0.072	0.00742	0.0438	0.17	0.561
ID599	HSPA9	0.988	15	15	ID10395|SRSF2	0.049	0.00289	0.0826	0.17	0.561
ID599	HSPA9	0.988	15	15	ID10589|SRSF1	0.0246	0.0022	0.0327	0.17	0.561
ID599	HSPA9	0.988	15	15	ID23008|RBM14	0.00458	0.00211	0.0322	0.17	0.561
ID604	ATP6V1B2	1.11	17	17	rna	0.302	0.0137	NA	0.492	0.0531
ID604	ATP6V1B2	1.11	17	17	ID107|RBM8A	-0.0145	0.00557	0.0151	0.492	0.0531
ID604	ATP6V1B2	1.11	17	17	ID260|RBM4	-0.0741	0.00577	0.0113	0.492	0.0531
ID604	ATP6V1B2	1.11	17	17	ID448|SART3	0.00329	0.00443	0.113	0.492	0.0531
ID604	ATP6V1B2	1.11	17	17	ID662|PABPC1	0.112	0.00488	0.113	0.492	0.0531
ID604	ATP6V1B2	1.11	17	17	ID980|PCBP2	0.0924	0.0072	0.165	0.492	0.0531
ID604	ATP6V1B2	1.11	17	17	ID998|SNRPA	0.0358	0.00435	0.0191	0.492	0.0531
ID604	ATP6V1B2	1.11	17	17	ID1328|PCBP1	0.0864	0.0138	0.137	0.492	0.0531
ID604	ATP6V1B2	1.11	17	17	ID2455|U2AF2	0.0745	0.0128	0.121	0.492	0.0531
ID604	ATP6V1B2	1.11	17	17	ID3144|DAZAP1	-0.0181	0.00516	0.181	0.492	0.0531
ID604	ATP6V1B2	1.11	17	17	ID3437|PTBP1	0.0876	0.00569	0.0963	0.492	0.0531
ID604	ATP6V1B2	1.11	17	17	ID5866|HNRNPH1	0.0764	0.00461	0.0431	0.492	0.0531
ID604	ATP6V1B2	1.11	17	17	ID6113|NCL	0.115	0.00565	0.185	0.492	0.0531
ID604	ATP6V1B2	1.11	17	17	ID10395|SRSF2	0.0557	0.00325	0.0322	0.492	0.0531
ID604	ATP6V1B2	1.11	17	17	ID10525|HNRNPF	0.0708	0.00198	0.0431	0.492	0.0531
ID604	ATP6V1B2	1.11	17	17	ID10589|SRSF1	-0.0309	0.00474	0.0785	0.492	0.0531
ID604	ATP6V1B2	1.11	17	17	ID23008|RBM14	-0.0739	0.00576	0.0113	0.492	0.0531
ID605	ATP6V1C1	1.16	17	17	rna	0.196	0.02	NA	0.535	0.0329
ID605	ATP6V1C1	1.16	17	17	ID107|RBM8A	-0.0213	0.00349	0.0189	0.535	0.0329
ID605	ATP6V1C1	1.16	17	17	ID260|RBM4	-0.0174	0.0116	0.0152	0.535	0.0329
ID605	ATP6V1C1	1.16	17	17	ID448|SART3	0.0258	0.0114	0.122	0.535	0.0329
ID605	ATP6V1C1	1.16	17	17	ID662|PABPC1	0.0499	0.00831	0.122	0.535	0.0329
ID605	ATP6V1C1	1.16	17	17	ID980|PCBP2	0.122	0.00622	0.0772	0.535	0.0329
ID605	ATP6V1C1	1.16	17	17	ID983|EIF4B	0.0614	0.00932	0.199	0.535	0.0329
ID605	ATP6V1C1	1.16	17	17	ID998|SNRPA	0.0136	0.00417	0.00362	0.535	0.0329
ID605	ATP6V1C1	1.16	17	17	ID1423|SYNCRIP	0.0235	0.00607	0.186	0.535	0.0329
ID605	ATP6V1C1	1.16	17	17	ID1706|MBNL1	0.23	0.00807	0.197	0.535	0.0329
ID605	ATP6V1C1	1.16	17	17	ID2056|TARDBP	0.134	0.00385	0.075	0.535	0.0329
ID605	ATP6V1C1	1.16	17	17	ID2227|HNRNPL	-0.0961	0.00539	0.0353	0.535	0.0329
ID605	ATP6V1C1	1.16	17	17	ID5866|HNRNPH1	-0.0274	0.00969	0.0653	0.535	0.0329
ID605	ATP6V1C1	1.16	17	17	ID10395|SRSF2	0.00536	0.00232	0.0303	0.535	0.0329
ID605	ATP6V1C1	1.16	17	17	ID10525|HNRNPF	0.16	0.004	0.0653	0.535	0.0329
ID605	ATP6V1C1	1.16	17	17	ID10589|SRSF1	-0.032	0.0045	0.036	0.535	0.0329
ID605	ATP6V1C1	1.16	17	17	ID23008|RBM14	-0.0174	0.0115	0.0152	0.535	0.0329
ID606	CPSF3	1.28	18	18	rna	0.123	0.00848	NA	0.39	0.121
ID606	CPSF3	1.28	18	18	ID448|SART3	0.0133	0.00401	0.0225	0.39	0.121
ID606	CPSF3	1.28	18	18	ID662|PABPC1	0.118	0.00414	0.0225	0.39	0.121
ID606	CPSF3	1.28	18	18	ID673|KHDRBS1	0.084	0.00421	0.0362	0.39	0.121
ID606	CPSF3	1.28	18	18	ID713|G3BP2	0.199	0.00866	0.0645	0.39	0.121
ID606	CPSF3	1.28	18	18	ID983|EIF4B	0.119	0.00702	0.091	0.39	0.121
ID606	CPSF3	1.28	18	18	ID998|SNRPA	-0.0863	0.00921	0.00352	0.39	0.121
ID606	CPSF3	1.28	18	18	ID1423|SYNCRIP	0.0942	0.00752	0.0376	0.39	0.121
ID606	CPSF3	1.28	18	18	ID1928|RBM3	0.0266	0.0053	0.118	0.39	0.121
ID606	CPSF3	1.28	18	18	ID2056|TARDBP	-0.0364	0.00536	0.0149	0.39	0.121
ID606	CPSF3	1.28	18	18	ID2455|U2AF2	0.118	0.00955	0.169	0.39	0.121
ID606	CPSF3	1.28	18	18	ID3437|PTBP1	0.0867	0.00441	0.122	0.39	0.121
ID606	CPSF3	1.28	18	18	ID3509|HNRNPA1	-0.00444	0.00424	0.0318	0.39	0.121
ID606	CPSF3	1.28	18	18	ID5195|HNRNPA2B1	0.02	0.00609	0.0324	0.39	0.121
ID606	CPSF3	1.28	18	18	ID5866|HNRNPH1	0.0787	0.0076	0.0913	0.39	0.121
ID606	CPSF3	1.28	18	18	ID10395|SRSF2	-0.132	0.00805	0.0529	0.39	0.121
ID606	CPSF3	1.28	18	18	ID10525|HNRNPF	0.0418	0.00441	0.0913	0.39	0.121
ID606	CPSF3	1.28	18	18	ID10589|SRSF1	0.0502	0.00569	0.00646	0.39	0.121
ID614	PRPF8	1.31	14	14	rna	0.133	0.00491	NA	0.175	0.567
ID614	PRPF8	1.31	14	14	ID107|RBM8A	0.0951	0.00363	0.152	0.175	0.567
ID614	PRPF8	1.31	14	14	ID260|RBM4	0.0222	0.00288	0.0603	0.175	0.567
ID614	PRPF8	1.31	14	14	ID673|KHDRBS1	0.0142	0.00662	0.0648	0.175	0.567
ID614	PRPF8	1.31	14	14	ID980|PCBP2	0.0733	0.00149	0.0315	0.175	0.567
ID614	PRPF8	1.31	14	14	ID998|SNRPA	0.0664	0.00292	0.0255	0.175	0.567
ID614	PRPF8	1.31	14	14	ID1328|PCBP1	0.0112	0.00481	0.171	0.175	0.567
ID614	PRPF8	1.31	14	14	ID1706|MBNL1	0.0434	0.00598	0.102	0.175	0.567
ID614	PRPF8	1.31	14	14	ID3437|PTBP1	0.064	0.00103	0.153	0.175	0.567
ID614	PRPF8	1.31	14	14	ID5866|HNRNPH1	0.0231	0.00376	0.0609	0.175	0.567
ID614	PRPF8	1.31	14	14	ID6113|NCL	0.15	0.00493	0.166	0.175	0.567
ID614	PRPF8	1.31	14	14	ID10525|HNRNPF	0.0659	0.00279	0.0609	0.175	0.567
ID614	PRPF8	1.31	14	14	ID10589|SRSF1	0.109	0.0033	0.0223	0.175	0.567
ID614	PRPF8	1.31	14	14	ID23008|RBM14	0.0224	0.00288	0.0603	0.175	0.567
ID628	PREP	1.3	21	21	rna	0.191	0.00455	NA	0.258	0.273
ID628	PREP	1.3	21	21	ID107|RBM8A	-0.0404	0.00961	0.0333	0.258	0.273
ID628	PREP	1.3	21	21	ID260|RBM4	-0.0827	0.00361	0.0428	0.258	0.273
ID628	PREP	1.3	21	21	ID448|SART3	0.0658	0.00506	0.144	0.258	0.273
ID628	PREP	1.3	21	21	ID662|PABPC1	0.449	0.0254	0.144	0.258	0.273
ID628	PREP	1.3	21	21	ID892|SFPQ	0.0267	0.00463	0.166	0.258	0.273
ID628	PREP	1.3	21	21	ID980|PCBP2	0.0211	0.00959	0.063	0.258	0.273
ID628	PREP	1.3	21	21	ID998|SNRPA	-0.128	0.0132	0.0969	0.258	0.273
ID628	PREP	1.3	21	21	ID1296|FXR1	0.113	0.00272	0.076	0.258	0.273
ID628	PREP	1.3	21	21	ID1706|MBNL1	0.031	0.00483	0.112	0.258	0.273
ID628	PREP	1.3	21	21	ID2056|TARDBP	0.0543	0.00653	0.115	0.258	0.273
ID628	PREP	1.3	21	21	ID2227|HNRNPL	0.0964	0.00518	0.124	0.258	0.273
ID628	PREP	1.3	21	21	ID2455|U2AF2	0.0444	0.0102	0.0705	0.258	0.273
ID628	PREP	1.3	21	21	ID2950|PSPC1	-0.123	0.0105	0.166	0.258	0.273
ID628	PREP	1.3	21	21	ID3437|PTBP1	-0.00236	0.00527	0.0659	0.258	0.273
ID628	PREP	1.3	21	21	ID3576|HNRNPK	0.0571	0.00325	0.0703	0.258	0.273
ID628	PREP	1.3	21	21	ID5866|HNRNPH1	-0.0592	0.00539	0.0116	0.258	0.273
ID628	PREP	1.3	21	21	ID6113|NCL	0.111	0.00584	0.141	0.258	0.273
ID628	PREP	1.3	21	21	ID10525|HNRNPF	0.172	0.00884	0.0116	0.258	0.273
ID628	PREP	1.3	21	21	ID10589|SRSF1	-0.103	0.00678	0.0691	0.258	0.273
ID628	PREP	1.3	21	21	ID23008|RBM14	-0.083	0.0036	0.0428	0.258	0.273
ID629	ATP1B3	1.24	21	21	rna	0.147	0.00969	NA	0.486	0.0297
ID629	ATP1B3	1.24	21	21	ID107|RBM8A	-0.0054	0.00418	0.0228	0.486	0.0297
ID629	ATP1B3	1.24	21	21	ID260|RBM4	0.0093	0.00442	0.00613	0.486	0.0297
ID629	ATP1B3	1.24	21	21	ID448|SART3	-0.0332	0.00483	0.0608	0.486	0.0297
ID629	ATP1B3	1.24	21	21	ID662|PABPC1	-0.0145	0.0051	0.0608	0.486	0.0297
ID629	ATP1B3	1.24	21	21	ID673|KHDRBS1	0.0545	0.00499	0.175	0.486	0.0297
ID629	ATP1B3	1.24	21	21	ID713|G3BP2	0.0657	0.00357	0.11	0.486	0.0297
ID629	ATP1B3	1.24	21	21	ID980|PCBP2	0.00263	0.0028	0.0482	0.486	0.0297
ID629	ATP1B3	1.24	21	21	ID983|EIF4B	0.0602	0.0041	0.129	0.486	0.0297
ID629	ATP1B3	1.24	21	21	ID998|SNRPA	0.0691	0.00403	0.0141	0.486	0.0297
ID629	ATP1B3	1.24	21	21	ID1328|PCBP1	0.0332	0.00547	0.0796	0.486	0.0297
ID629	ATP1B3	1.24	21	21	ID1423|SYNCRIP	0.00561	0.00788	0.157	0.486	0.0297
ID629	ATP1B3	1.24	21	21	ID2056|TARDBP	0.128	0.00876	0.119	0.486	0.0297
ID629	ATP1B3	1.24	21	21	ID3509|HNRNPA1	0.0599	0.0044	0.114	0.486	0.0297
ID629	ATP1B3	1.24	21	21	ID3576|HNRNPK	0.00641	0.00223	0.0265	0.486	0.0297
ID629	ATP1B3	1.24	21	21	ID3816|EIF2S1	0.13	0.00829	0.0983	0.486	0.0297
ID629	ATP1B3	1.24	21	21	ID5195|HNRNPA2B1	0.0686	0.00381	0.0995	0.486	0.0297
ID629	ATP1B3	1.24	21	21	ID6113|NCL	0.0192	0.0046	0.0609	0.486	0.0297
ID629	ATP1B3	1.24	21	21	ID10395|SRSF2	0.0215	0.00364	0.0069	0.486	0.0297
ID629	ATP1B3	1.24	21	21	ID10589|SRSF1	-0.0278	0.00378	0.0155	0.486	0.0297
ID629	ATP1B3	1.24	21	21	ID23008|RBM14	0.00953	0.00441	0.00613	0.486	0.0297
ID638	RAD23B	1.46	21	21	rna	0.205	0.0109	NA	-0.232	0.325
ID638	RAD23B	1.46	21	21	ID448|SART3	-0.00268	0.00178	0.00395	-0.232	0.325
ID638	RAD23B	1.46	21	21	ID662|PABPC1	0.173	0.00481	0.00392	-0.232	0.325
ID638	RAD23B	1.46	21	21	ID673|KHDRBS1	0.0626	0.00343	0.0464	-0.232	0.325
ID638	RAD23B	1.46	21	21	ID713|G3BP2	0.0476	0.00208	0.139	-0.232	0.325
ID638	RAD23B	1.46	21	21	ID892|SFPQ	0.0468	0.00195	0.095	-0.232	0.325
ID638	RAD23B	1.46	21	21	ID980|PCBP2	0.0952	0.00429	0.107	-0.232	0.325
ID638	RAD23B	1.46	21	21	ID998|SNRPA	0.0295	0.00326	0.145	-0.232	0.325
ID638	RAD23B	1.46	21	21	ID1328|PCBP1	0.101	0.0118	0.0156	-0.232	0.325
ID638	RAD23B	1.46	21	21	ID1423|SYNCRIP	-0.0179	0.0029	0.0128	-0.232	0.325
ID638	RAD23B	1.46	21	21	ID1928|RBM3	0.0244	0.00263	0.137	-0.232	0.325
ID638	RAD23B	1.46	21	21	ID2056|TARDBP	-0.0498	0.00785	0.199	-0.232	0.325
ID638	RAD23B	1.46	21	21	ID2227|HNRNPL	0.000417	0.00267	0.189	-0.232	0.325
ID638	RAD23B	1.46	21	21	ID2455|U2AF2	0.0786	0.00248	0.0666	-0.232	0.325
ID638	RAD23B	1.46	21	21	ID2950|PSPC1	0.057	0.00402	0.095	-0.232	0.325
ID638	RAD23B	1.46	21	21	ID3437|PTBP1	0.0728	0.00532	0.169	-0.232	0.325
ID638	RAD23B	1.46	21	21	ID5866|HNRNPH1	-0.00195	0.00473	0.0215	-0.232	0.325
ID638	RAD23B	1.46	21	21	ID6113|NCL	0.0336	0.00272	0.173	-0.232	0.325
ID638	RAD23B	1.46	21	21	ID10395|SRSF2	0.0617	0.00492	0.12	-0.232	0.325
ID638	RAD23B	1.46	21	21	ID10525|HNRNPF	0.0349	0.00389	0.0215	-0.232	0.325
ID638	RAD23B	1.46	21	21	ID10589|SRSF1	-0.0298	0.00214	0.0555	-0.232	0.325
ID640	MARS	1.19	17	17	rna	0.112	0.00963	NA	0.313	0.237
ID640	MARS	1.19	17	17	ID657|ACO1	0.165	0.0212	0.16	0.313	0.237
ID640	MARS	1.19	17	17	ID713|G3BP2	-0.0106	0.00681	0.136	0.313	0.237
ID640	MARS	1.19	17	17	ID998|SNRPA	0.0448	0.00312	0.0462	0.313	0.237
ID640	MARS	1.19	17	17	ID1328|PCBP1	0.0325	0.00375	0.0431	0.313	0.237
ID640	MARS	1.19	17	17	ID1706|MBNL1	0.0326	0.00299	0.0902	0.313	0.237
ID640	MARS	1.19	17	17	ID2056|TARDBP	0.0375	0.00686	0.125	0.313	0.237
ID640	MARS	1.19	17	17	ID2455|U2AF2	0.0586	0.00338	0.033	0.313	0.237
ID640	MARS	1.19	17	17	ID3437|PTBP1	0.00664	0.00902	0.0687	0.313	0.237
ID640	MARS	1.19	17	17	ID3576|HNRNPK	0.0261	0.00249	0.15	0.313	0.237
ID640	MARS	1.19	17	17	ID3816|EIF2S1	0.0769	0.00463	0.188	0.313	0.237
ID640	MARS	1.19	17	17	ID5866|HNRNPH1	-0.00127	0.00631	0.0734	0.313	0.237
ID640	MARS	1.19	17	17	ID6113|NCL	0.0984	0.0078	0.196	0.313	0.237
ID640	MARS	1.19	17	17	ID10395|SRSF2	0.0473	0.0024	0.0398	0.313	0.237
ID640	MARS	1.19	17	17	ID10525|HNRNPF	-0.0151	0.00391	0.0734	0.313	0.237
ID640	MARS	1.19	17	17	ID10589|SRSF1	0.0484	0.00849	0.0133	0.313	0.237
ID640	MARS	1.19	17	17	ID10884|SRSF3	-0.0178	0.00683	0.141	0.313	0.237
ID647	PPP2CA	1.1	17	17	rna	0.0537	0.00602	NA	0.349	0.185
ID647	PPP2CA	1.1	17	17	ID107|RBM8A	0.0589	0.00696	0.0624	0.349	0.185
ID647	PPP2CA	1.1	17	17	ID260|RBM4	-0.0368	0.00813	0.0135	0.349	0.185
ID647	PPP2CA	1.1	17	17	ID673|KHDRBS1	-0.0593	0.0198	0.101	0.349	0.185
ID647	PPP2CA	1.1	17	17	ID1423|SYNCRIP	0.00931	0.00423	0.0999	0.349	0.185
ID647	PPP2CA	1.1	17	17	ID1706|MBNL1	-0.186	0.022	0.0227	0.349	0.185
ID647	PPP2CA	1.1	17	17	ID2056|TARDBP	0.404	0.0342	0.0829	0.349	0.185
ID647	PPP2CA	1.1	17	17	ID2227|HNRNPL	0.0704	0.00859	0.149	0.349	0.185
ID647	PPP2CA	1.1	17	17	ID2455|U2AF2	0.15	0.0156	0.114	0.349	0.185
ID647	PPP2CA	1.1	17	17	ID3144|DAZAP1	-0.0146	0.0125	0.161	0.349	0.185
ID647	PPP2CA	1.1	17	17	ID3437|PTBP1	-0.0711	0.00997	0.126	0.349	0.185
ID647	PPP2CA	1.1	17	17	ID3816|EIF2S1	0.341	0.0266	0.109	0.349	0.185
ID647	PPP2CA	1.1	17	17	ID5866|HNRNPH1	-0.0955	0.0142	0.0177	0.349	0.185
ID647	PPP2CA	1.1	17	17	ID10395|SRSF2	0.132	0.0128	0.199	0.349	0.185
ID647	PPP2CA	1.1	17	17	ID10525|HNRNPF	0.0337	0.00241	0.0177	0.349	0.185
ID647	PPP2CA	1.1	17	17	ID10589|SRSF1	-0.000836	0.012	0.0112	0.349	0.185
ID647	PPP2CA	1.1	17	17	ID23008|RBM14	-0.0382	0.00831	0.0135	0.349	0.185
ID648	DIABLO	1.54	14	14	rna	0.253	0.0094	NA	0.0501	0.871
ID648	DIABLO	1.54	14	14	ID980|PCBP2	0.00323	0.0076	0.161	0.0501	0.871
ID648	DIABLO	1.54	14	14	ID983|EIF4B	0.147	0.00484	0.131	0.0501	0.871
ID648	DIABLO	1.54	14	14	ID998|SNRPA	0.302	0.0157	0.105	0.0501	0.871
ID648	DIABLO	1.54	14	14	ID1328|PCBP1	-0.0413	0.00928	0.113	0.0501	0.871
ID648	DIABLO	1.54	14	14	ID1706|MBNL1	0.211	0.00738	0.0973	0.0501	0.871
ID648	DIABLO	1.54	14	14	ID2227|HNRNPL	-0.119	0.00799	0.127	0.0501	0.871
ID648	DIABLO	1.54	14	14	ID2455|U2AF2	-0.0492	0.00517	0.13	0.0501	0.871
ID648	DIABLO	1.54	14	14	ID3437|PTBP1	0.0846	0.00531	0.0989	0.0501	0.871
ID648	DIABLO	1.54	14	14	ID5866|HNRNPH1	0.0336	0.00498	0.0226	0.0501	0.871
ID648	DIABLO	1.54	14	14	ID10395|SRSF2	0.218	0.00575	0.0262	0.0501	0.871
ID648	DIABLO	1.54	14	14	ID10525|HNRNPF	-0.114	0.00947	0.0226	0.0501	0.871
ID648	DIABLO	1.54	14	14	ID10589|SRSF1	0.0134	0.0094	0.0506	0.0501	0.871
ID648	DIABLO	1.54	14	14	ID10884|SRSF3	0.151	0.0117	0.18	0.0501	0.871
ID650	RPS5	1.12	17	17	rna	0.115	0.0087	NA	0.31	0.242
ID650	RPS5	1.12	17	17	ID107|RBM8A	-0.00885	0.00673	0.184	0.31	0.242
ID650	RPS5	1.12	17	17	ID260|RBM4	0.0312	0.00359	0.0258	0.31	0.242
ID650	RPS5	1.12	17	17	ID657|ACO1	-0.00883	0.00803	0.0959	0.31	0.242
ID650	RPS5	1.12	17	17	ID673|KHDRBS1	-0.124	0.0113	0.158	0.31	0.242
ID650	RPS5	1.12	17	17	ID980|PCBP2	0.24	0.0188	0.149	0.31	0.242
ID650	RPS5	1.12	17	17	ID1296|FXR1	0.0633	0.0077	0.191	0.31	0.242
ID650	RPS5	1.12	17	17	ID1328|PCBP1	0.0807	0.00199	0.188	0.31	0.242
ID650	RPS5	1.12	17	17	ID1423|SYNCRIP	0.0426	0.0171	0.166	0.31	0.242
ID650	RPS5	1.12	17	17	ID1706|MBNL1	-0.0421	0.00509	0.173	0.31	0.242
ID650	RPS5	1.12	17	17	ID1928|RBM3	0.138	0.00988	0.194	0.31	0.242
ID650	RPS5	1.12	17	17	ID2455|U2AF2	-0.0443	0.0111	0.0529	0.31	0.242
ID650	RPS5	1.12	17	17	ID3437|PTBP1	0.162	0.0172	0.181	0.31	0.242
ID650	RPS5	1.12	17	17	ID3576|HNRNPK	0.122	0.00832	0.151	0.31	0.242
ID650	RPS5	1.12	17	17	ID10395|SRSF2	0.0104	0.0115	0.0591	0.31	0.242
ID650	RPS5	1.12	17	17	ID10589|SRSF1	-0.00195	0.0129	0.0182	0.31	0.242
ID650	RPS5	1.12	17	17	ID23008|RBM14	0.0314	0.00357	0.0258	0.31	0.242
ID652	RPS10	1.11	19	19	rna	0.0105	0.00134	NA	0.244	0.33
ID652	RPS10	1.11	19	19	ID448|SART3	0.0225	0.0012	0.0236	0.244	0.33
ID652	RPS10	1.11	19	19	ID657|ACO1	0.0236	0.00359	0.122	0.244	0.33
ID652	RPS10	1.11	19	19	ID662|PABPC1	0.0102	0.00208	0.0236	0.244	0.33
ID652	RPS10	1.11	19	19	ID673|KHDRBS1	0.00453	0.00215	0.141	0.244	0.33
ID652	RPS10	1.11	19	19	ID713|G3BP2	0.0149	0.00102	0.0144	0.244	0.33
ID652	RPS10	1.11	19	19	ID980|PCBP2	0.0639	0.00237	0.134	0.244	0.33
ID652	RPS10	1.11	19	19	ID998|SNRPA	0.032	0.000946	0.0371	0.244	0.33
ID652	RPS10	1.11	19	19	ID1423|SYNCRIP	0.0062	0.00315	0.0114	0.244	0.33
ID652	RPS10	1.11	19	19	ID2056|TARDBP	0.028	0.0014	0.134	0.244	0.33
ID652	RPS10	1.11	19	19	ID2227|HNRNPL	0.0282	0.00121	0.0435	0.244	0.33
ID652	RPS10	1.11	19	19	ID3509|HNRNPA1	0.0446	0.00188	0.0954	0.244	0.33
ID652	RPS10	1.11	19	19	ID5195|HNRNPA2B1	0.0406	0.0011	0.0873	0.244	0.33
ID652	RPS10	1.11	19	19	ID5866|HNRNPH1	0.0202	0.00102	0.0263	0.244	0.33
ID652	RPS10	1.11	19	19	ID6707|MATR3	0.0214	0.00256	0.0814	0.244	0.33
ID652	RPS10	1.11	19	19	ID10357|NONO	0.00943	0.000953	0.192	0.244	0.33
ID652	RPS10	1.11	19	19	ID10395|SRSF2	0.00814	0.000371	0.00154	0.244	0.33
ID652	RPS10	1.11	19	19	ID10525|HNRNPF	0.033	0.00102	0.0263	0.244	0.33
ID652	RPS10	1.11	19	19	ID10589|SRSF1	0.00379	0.00248	0.0411	0.244	0.33
ID654	DNAJB11	1.3	18	18	rna	0.143	0.00518	NA	-0.369	0.144
ID654	DNAJB11	1.3	18	18	ID448|SART3	-0.106	0.0134	0.126	-0.369	0.144
ID654	DNAJB11	1.3	18	18	ID662|PABPC1	0.0178	0.00776	0.0888	-0.369	0.144
ID654	DNAJB11	1.3	18	18	ID673|KHDRBS1	0.0521	0.00418	0.111	-0.369	0.144
ID654	DNAJB11	1.3	18	18	ID980|PCBP2	-0.187	0.0254	0.166	-0.369	0.144
ID654	DNAJB11	1.3	18	18	ID998|SNRPA	0.183	0.0117	0.175	-0.369	0.144
ID654	DNAJB11	1.3	18	18	ID1328|PCBP1	0.174	0.0238	0.0408	-0.369	0.144
ID654	DNAJB11	1.3	18	18	ID1423|SYNCRIP	0.0694	0.0101	0.0759	-0.369	0.144
ID654	DNAJB11	1.3	18	18	ID2056|TARDBP	0.254	0.0196	0.0208	-0.369	0.144
ID654	DNAJB11	1.3	18	18	ID2227|HNRNPL	-0.144	0.0287	0.142	-0.369	0.144
ID654	DNAJB11	1.3	18	18	ID2455|U2AF2	0.161	0.00627	0.0393	-0.369	0.144
ID654	DNAJB11	1.3	18	18	ID3437|PTBP1	-0.00569	0.0139	0.0688	-0.369	0.144
ID654	DNAJB11	1.3	18	18	ID5866|HNRNPH1	0.176	0.0152	0.0866	-0.369	0.144
ID654	DNAJB11	1.3	18	18	ID6113|NCL	0.114	0.00501	0.158	-0.369	0.144
ID654	DNAJB11	1.3	18	18	ID10395|SRSF2	-0.0909	0.0141	0.0314	-0.369	0.144
ID654	DNAJB11	1.3	18	18	ID10525|HNRNPF	0.105	0.00604	0.0866	-0.369	0.144
ID654	DNAJB11	1.3	18	18	ID10589|SRSF1	0.0191	0.00805	0.0445	-0.369	0.144
ID654	DNAJB11	1.3	18	18	ID10884|SRSF3	-0.0652	0.00714	0.127	-0.369	0.144
ID657	ACO1	1.27	18	18	rna	0.246	0.0119	NA	0.0599	0.819
